title,description,prod_details,ASIN,Manfacturer
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),  Both Professional and Stylish    Large zippered main compartment with laptop sleeve up to 17”.    Adjustable straps fit perfectly over the shoulders    Size-(LxHxW) Cm-(31x46x21) Cm    It Comes With the F Gear Promise of Quality   ,"  Is Discontinued By Manufacturer:No   Product Dimensions:30.5 x 20.3 x 45.7 cm; 790 Grams   Date First Available:14 June 2017   Manufacturer:Uber Fashion Merchandise Pvt. Ltd.   ASIN:B071XJ6XV5   Item model number:Uber01026   Country of Origin:India   Department:Unisex-adult   Manufacturer:Uber Fashion Merchandise Pvt. Ltd., Uber Fashion Merchandise Pvt. Ltd. No. 17G/46-3 & 17G/46-3-1 , 1st & 2nd Floor, Industrial Suburb, 2nd Stage, Yeshwantpur, Next to Sapna Books on MEI road, Bangalore – 560 022. INDIA Tel: 9066161590   Packer:Uber Fashion Merchandise Pvt. Ltd. F Gear, Jindal Edifice, No 90/2, 3rd Main, 2nd Stage, Industrial Suburb, Yeshwantpur, Bengaluru, Karnataka 560079   Item Weight:790 g   Item Dimensions LxWxH:30.5 x 20.3 x 45.7 Centimeters   Net Quantity:1 count   Included Components:Pack of 1 Backpack   Generic Name:Laptop Backpack  ",B071XJ6XV5,No
Amazon Brand - Eden & Ivy Women's Sling Bag,  Sling bag with contrast handle    16.5 cm height x 18.5 cm length x 7 cm width    Single compartment with flap    Stylish and compact sling bag that is perfect for casual outfits   ,"  Date First Available:4 September 2019   Manufacturer:Amazon Brand - Eden & Ivy   ASIN:B07XBZR7SR   Item model number:HRF-4738   Country of Origin:India   Department:Women   Manufacturer:Amazon Brand - Eden & Ivy, Hind Rubber Factory, 15 Leather Complex, Kapurthala Road, Jalandhar - 144021, Punjab   Item Dimensions LxWxH:15.5 x 6.5 x 16.5 Centimeters   Included Components:Sling Bag   Generic Name:Women's Sling Bag  ",B07XBZR7SR,Amazon Brand - Eden & Ivy
Gear Casual Backpack,"  Outer Material: Polyester, Color: Black Grey    Water Resistance: Water resistant    Capacity: 21 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Style Name: Traditional Backpacks; Special Features: Laptop Compartment; Age Range Description: Adult; Closure Type: Zipper; Pocket Description: Utility Pocket   ","  Is Discontinued By Manufacturer:No   Product Dimensions:48 x 32 x 14 cm; 280 Grams   Date First Available:30 August 2017   Manufacturer:Gear   ASIN:B0757MBSS6   Item model number:MDBKPECO50104   Country of Origin:India   Department:Men   Manufacturer:Gear, Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366   Packer:Gear Merchandise PVT LTD E/12 West Chowbaga Gulshan colony KoLkata-700100 Contact 9830403366   Item Weight:280 g   Item Dimensions LxWxH:48 x 32 x 14 Centimeters   Net Quantity:1 count   Included Components:Backpack   Generic Name:Bag  ",B0757MBSS6,No
"uppercase Laptop Backpack Printed Compact 3x more water repellent sustainable bags with rain proof zippers for Men, Women, Boys & Girls, 750 Days warranty (Blue)","  Care Instructions: Wipe with Damp Cloth    Please reach out to our customer care at +91 8691800800 or email at customercare@uppercase.co.in for warranty registration and any query regarding the product. Handcrafted with care and made up of premium quality robust material     Printed & Compact yet spacious; Wrinkle free bag and 3x more water resistant with Rainproof zippers     Right sized with sturdy stitching; Dimension: (30.3 cm x 14.5 cm x 43 cm); Warranty: 750 days international warranty     GRS certified for sustainability; The GRS (Global Recycled Standard) is intended for use with any product that contains at least 50% Recycled Material (License No. CMPY-158596); Padded laptop compartment fits up to 15"" Laptop, Front Access pocket & Back padding with Air mesh     Style Name: Casual; Pocket Description: Stash Pocket; Age Range Description: Adult; Special Features: Waterproof; Material Type: Polyester; Lining Description: Polyester    ","  Product Dimensions:14.5 x 30.3 x 43 cm; 350 Grams   Date First Available:16 August 2022   Manufacturer:Acefour Accessories Pvt. Ltd.   ASIN:B0B9T7PD7T   Item model number:1800EBP1BLU   Country of Origin:India   Department:Unisex-adult   Manufacturer:Acefour Accessories Pvt. Ltd., Acefour Accessories Pvt. Ltd. , Lodha Supremus Corp. Tower, Unit 1202,12th Floor,Saki Vihar road, Chandivali, Tunga Village, Opp. MTNL office, Andheri E, Mumbai -400072, Maharashtra, India   Item Weight:350 g   Item Dimensions LxWxH:14.5 x 30.3 x 43 Centimeters   Net Quantity:1.00 count  ",B0B9T7PD7T,Acefour Accessories Pvt. Ltd.
"WENGER COLLEAGUE 16 Inch Laptop Backpack with 10 Inch Tablet Pocket In White heart print (22 Litre)-blend of style & function, Swiss designed, 610211, M","  Fit Type: Regular    Laptop & Tablet Pocket: Padded 16'' laptop compartment & dedicated 10'' tablet pocket. Keep your laptop & tablet secure in its own convenient pocket.    Comprehensive Features: An integrated SmartOrg pocket that safely stores phone & laptop cords for easy use & access. Ideal for commuting & traveling. The front zippered pocket stores your essentials for easy access & side pockets for a water bottle or an umbrella.    Optimum Comfort with Functionality: Adjustable shoulder straps for maximum comfort. Air-flow back padding allows for air circulation to keep you cool.    Dimensions & Material: Size 25 x 36 x 45 cm Capacity 22 l Material Polyester    3-Year Wenger Warranty Our products undergo strict quality controls and rigorous testing standards. Nevertheless, should you encounter a problem with your product, we are offering you a 3-year warranty.   ","  Product Dimensions:24.9 x 36.1 x 45 cm; 400 Grams   Date First Available:15 July 2021   Manufacturer:Wenger   ASIN:B08HM5PQXT   Item model number:610211   Country of Origin:China   Department:Unisex-adult   Manufacturer:Wenger, Victorinox India Pvt. Ltd - +91 22 62628888   Packer:Victorinox India Pvt. Ltd - +91 22 62628888   Importer:Victorinox India Pvt. Ltd - +91 22 62628888   Item Weight:400 g   Item Dimensions LxWxH:24.9 x 36.1 x 45 Centimeters   Net Quantity:1.00 count   Generic Name:Laptop Backpack  ",B08HM5PQXT,Wenger
HP 100 Lightweight Backpack for 15.6-inch Laptop with Elastic and Padded Shoulder Straps (Black),"  Transport your laptop, tablet, files and daily accessories safely and securely with the 16 liter HP Lightweight 100 Backpack 15.    Protect your precious 15.6-inch laptop with the padded panels. Dual pocket protection design provides dual compartments for laptops and tablets.    Special features like Back Trolly sleeve and Padded Grab handle are added advantages of the backpack.    The HP 100 Lightweight backpak comes with Double Large compartments To accommodate your 15.6-inch laptop and other stuff, it comes with a spacious compartment and front pocket with organization panel and fabric side pockets. Furthermore, the compression straps add to its utility while the grab handle ensures a comfortable carry.    Rest easy with one-year limited warranty from the manufacturer.   ","  Product Dimensions:31 x 12 x 44.5 cm; 450 Grams   Date First Available:21 July 2020   Manufacturer:Korrun India Pvt. Ltd.   ASIN:B08CY1YXCK   Item model number:1B3M3AA   Country of Origin:India   Manufacturer:Korrun India Pvt. Ltd., Korrun India Pvt. Ltd.   Packer:Korrun India Pvt. Ltd.   Importer:Korrun India Pvt. Ltd.   Item Weight:450 g   Item Dimensions LxWxH:31 x 12 x 44.5 Centimeters   Included Components:Backpack   Generic Name:Backpack  ",B08CY1YXCK,Korrun India Pvt. Ltd.
EAYIRA Hanging Travel Toiletry Kit Bag Cosmetic Make up Organizer Multifunction Portable Makeup Pouch for Women and Girls Waterproof Ladies Case Travelling Storage Inner Ware Up Brush Kit Holder,"  Anti-bacterial inner lining and water-resistant fabric will protect your personal items from the penetration of moisture or bacterial     The tidy and fine close stitching ensure the bags are sturdy and durable, the high quality smooth zipper bring the best user experiences     Multiple compartments for different requests of storage, the bag will keep your toiletry accessories safe; The durable hook is convenient for hanging the bag wherever in the hotel or in the tent for space saving     Premium Quality: Mainly made of high quality Denier Nylon, PVC backing, strong durable hanging hook, best zipper and highest-standard workmanship.     Age Range Description: Adult; Pattern Name: Solid; Material Type: Polyvinyl Chloride    ",  Package Dimensions:24.8 x 21.9 x 2.2 cm; 180 Grams   Date First Available:22 April 2019   Manufacturer:EAYIRA   ASIN:B07QYVX5FT   Item part number:4202808718316   Country of Origin:China   Manufacturer:EAYIRA   Item Weight:180 g   Net Quantity:1 count  ,B07QYVX5FT,EAYIRA
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag Weekend Bag,"  MULTI-FUNCTION COMPARTMENT: ZIPLINE backpack features multiple storage compartments and features for additional supplies and accessories as your, iPhone, iPad, pen, keys, wallet, books, clothes, bottle, passport and more,    DURABLE MATERIAL: Superior quality durable ECO Friendly waterproof and anti-scratch polyester and featuring a reinforced bottom to withstand heavy use, perfect for business, travel, school and other outdoor activities    COMFORTABLE DESIGN: Our backpack's ""S"" Curve adjustable, heavily padded shoulder straps and back panel make the backpack comfortable to wear even when loaded with all your gear; Compact:Backpack has a roomy Three compartment, front zipper pockets to hold small accessories, one internal security zippered pocket for valuable items and side pockets for water bottle or umbrella.    Size:18*13*9 inch(L*W*H), Capacity: 36.5L which is bigger than others of the same style. Good size for school, camping, travel, shopping, hiking, climbing, vintage backpack for men and women.; Age Range Description: Kid; Special Features: Water Bottle Umbrella Pouch; Pocket Description: Utility Pocket    Compartment Description: Not Laptop Compatible; Warranty Description: 1 Year From The Date Of Purchase   ","  Product Dimensions:45.72 x 33.02 x 22.86 cm; 440 Grams   Date First Available:12 September 2019   Manufacturer:Atulitu Agency   ASIN:B07XVMR33Q   Item part number:Flame-Blu   Country of Origin:India   Department:Unisex-adult   Manufacturer:Atulitu Agency, ,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)   Packer:Atulitu Agency,251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400083 (9820078070)   Item Weight:440 g   Item Dimensions LxWxH:45.7 x 33 x 22.9 Centimeters   Net Quantity:1.00 Unit  ",B07XVMR33Q,Atulitu Agency
ZIPLINE Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,"  Size:18*13*9 inch(L*W*H), Capacity: 36L which is bigger than others of the same style. Good size for Business, College, camping, travel, shopping, hiking, climbing, Stylish backpack for men and women.; This soft Zipline backpack is classic, nice & modern look and feel, back pack shows your outstanding temperament; Pocket Description: Utility Pocket; Pattern Name: Solid; Pattern Name: Solid; Pocket Description: Utility Pocket     Compartment Description: Not Laptop Compatible; Special Features: Light-Weight     Age Range Description: Adult    ","  Product Dimensions:33.02 x 22.86 x 45.72 cm; 470 Grams   Date First Available:16 February 2021   Manufacturer:Atulitu Agency   ASIN:B08WQ668WJ   Item part number:Nexa-3-Grn   Country of Origin:India   Department:Unisex-adult   Manufacturer:Atulitu Agency, 251/3364, Tagore Nagar - 1, Vikhroli East, Mumbai - 400093   Packer:Atulitu Agency, 251/3364 Tagore Nagar - 1, Vikhroli East, Mumbai - 400093   Item Weight:470 g   Item Dimensions LxWxH:33 x 22.9 x 45.7 Centimeters   Net Quantity:1.00 count  ",B08WQ668WJ,Atulitu Agency
Lavie Women's Malnov Tote Bag | Ladies Purse Handbag,"  Lavie Malnov tote is a stylish offering for ladies. It is durable, light weight and super spacious. Made from vegan leather, this large hand bag comes in Herringbone, Woven and Croco texture pattern at the front.    Herringbone Texture- 45 cm in length x 14 cm in width x 30 cm in height    Malnov hand bag has a top zip closure for safety and comfort. The interior has 2 slip pockets along with 1 zip pocket providing plenty of storage space for keeping phone, portable charger, keys, hairbrush, wallet, sunglasses, sanitizer and a pair of clothes.    This latest tote is perfect for women to carry for a weekend getaway or even a day at the mall for shopping. It can be paired with formal pants & blazer as well as with a basic crop top and jeans. This spacious and sturdy bag makes for a perfect gift for all your occasions.    The bag has a well stitched inner lining and high quality zippers for easy accessibility and storage.   ","  Product Dimensions:45 x 30 x 14 cm; 800 Grams   Date First Available:9 March 2019   Manufacturer:Lavie   ASIN:B07PKHC72N   Item model number:HCCS498019M4   Country of Origin:China   Department:Women   Manufacturer:Lavie, Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Packer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Importer:Bagzone Lifestyle Pvt Ltd | | LAVIE 402, Ackruti Star, MIDC Central Road, Andheri East, Mumbai – 400093   Item Weight:800 g   Item Dimensions LxWxH:45 x 30 x 14 Centimeters   Net Quantity:1 count   Included Components:Handbag   Generic Name:Handbags  ",B07PKHC72N,Lavie
EUME Crystal 22L Laptop Backpack for Everyday College & Office | Water Resistance | Fit Up to 14-inch Laptop Daypacks | Grey Color,"  EUME's Made in India Laptop Backpack, made of Micro Nylon Fabric. The inside has Polyester Lining 190. This product comes under the Bag/ Backpack/ Laptop Bag/ Laptop Backpack category. Find it in 3 colours - Black, Grey, Navy Blue    Capacity: 22 Litres; Weight: 0.410 kgs; Dimensions: Centimeters: 31.8 x 24 x 45.7, Inches: 12.5 x 9.5 x 18; Main Compartment: 1; Front Pocket: 1; Padded Internal Laptop Sleeve; Padded Shoulder Straps; Padded Back Panel    Maintenance: Wipe with a clean, dry cloth when needed. This bag is Water & Dust Resistant and has a Premium Quality Zipper and Matt Satin Puller.    Other Specs: This bag can be custom adjusted to different heights for perfect placement and fits most 14-inch laptops. It has an Internal Organization panel, a Top Carry Handle and a Heavy Duty Reversible Zipper    Special Features: Laptop Compartment; Water Resistance Level: Water Resistant; Strap Type: Adjustable; Warranty Description: 1 Year Manufacturer Warranty Is Non-Transferable And Valid For 1 Year From The Original Date Of Pur   ","  Is Discontinued By Manufacturer:No   Product Dimensions:30 x 15 x 46 cm; 570 Grams   Date First Available:17 August 2018   Manufacturer:EUME   ASIN:B07GLTYX1C   Item model number:2400009_B   Country of Origin:India   Department:Unisex-adult   Manufacturer:EUME, Gala No 6 , Ground Floor, Bldg No.193,Indian Corporation, Dapode Road, Mankoli Naka, Opp Gajajnan Petrol Pump, Bhiwandi 421302 Customer Care No-9321366003   Packer:Gala No.6 , Ground Floor, Bldg No.193, Indian Corporation, Dapode Road, Mankoli Naka, Opp Gajajnan Petrol Pump,Bhiwandi 421302   Item Weight:570 g   Item Dimensions LxWxH:30 x 15 x 46 Centimeters   Generic Name:Laptop Backpack  ",B07GLTYX1C,No
